Type	ID	Observed_CDR_R	Observed_CDR_S	Observed_FWR_R	Observed_FWR_S	Expected_CDR_R	Expected_CDR_S	Expected_FWR_R	Expected_FWR_S	Focused_Sigma_CDR	Focused_CIlower_CDR	Focused_CIupper_CDR	Focused_Sigma_FWR	Focused_CIlower_FWR	Focused_CIupper_FWR	Focused_P_CDR	Focused_P_FWR
Sequence	KC576174_92	6	3	19	14	0.168	0.073	0.547	0.212	-0.468	-1.44	0.38	-0.546	-1.21	0.09	-0.152	-0.0494
Sequence	KC576113_92	5	2	19	14	0.168	0.073	0.547	0.212	-0.578	-1.63	0.33	-0.487	-1.16	0.17	-0.115	-0.0733
Sequence	KC576194_92	6	4	24	14	0.168	0.073	0.547	0.212	-0.524	-1.49	0.32	-0.373	-0.99	0.23	-0.122	-0.113
Sequence	KC576232_92	7	5	18	12	0.168	0.073	0.547	0.212	-0.324	-1.24	0.49	-0.598	-1.27	0.05	-0.231	-0.0369
Sequence	KC576247_92	5	2	22	10	0.168	0.073	0.547	0.212	-0.302	-1.38	0.65	-0.0659	-0.76	0.63	-0.283	-0.419
Sequence	KC576114_92	5	2	21	10	0.168	0.073	0.547	0.212	-0.302	-1.38	0.65	-0.111	-0.82	0.59	-0.283	-0.371
Sequence	KC575912_53	6	3	15	8	0.168	0.073	0.547	0.212	-0.0495	-1.07	0.88	-0.355	-1.13	0.41	-0.468	-0.179
Sequence	KC576016_53	5	3	15	8	0.168	0.073	0.547	0.212	-0.219	-1.31	0.75	-0.355	-1.13	0.41	-0.344	-0.179
Sequence	KC576052_53	8	2	23	5	0.168	0.073	0.547	0.212	0.652	-0.35	1.64	0.489	-0.31	1.35	0.0958	0.118
Sequence	KC576235_92	7	3	26	12	0.168	0.073	0.547	0.212	-0.203	-1.13	0.63	-0.118	-0.75	0.51	-0.33	-0.351
Sequence	KC576143_92	7	2	26	12	0.168	0.073	0.547	0.212	-0.137	-1.07	0.71	-0.051	-0.7	 0.6	-0.388	-0.432
Sequence	KC576122_92	4	3	26	12	0.168	0.073	0.547	0.212	-0.719	-1.87	0.26	-0.118	-0.75	0.51	-0.0819	-0.351
Sequence	KC576132_92	4	2	27	12	0.168	0.073	0.547	0.212	-0.654	-1.81	0.33	-0.014	-0.66	0.63	-0.107	-0.476
Sequence	KC576236_92	4	2	28	13	0.168	0.073	0.547	0.212	-0.719	-1.87	0.26	-0.045	-0.67	0.58	-0.0819	-0.437
Sequence	KC576209_92	5	3	23	14	0.168	0.073	0.547	0.212	-0.637	-1.68	0.26	-0.359	-0.99	0.26	-0.09	-0.128
Sequence	KC576199_92	5	3	23	14	0.168	0.073	0.547	0.212	-0.637	-1.68	0.26	-0.359	-0.99	0.26	-0.09	-0.128
Sequence	KC576180_92	5	3	22	14	0.168	0.073	0.547	0.212	-0.637	-1.68	0.26	-0.403	-1.04	0.22	-0.09	-0.104
Sequence	KC576147_92	5	3	25	13	0.168	0.073	0.547	0.212	-0.578	-1.63	0.33	-0.219	-0.85	 0.4	-0.115	-0.242
Sequence	KC576115_92	4	2	21	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.188	-0.88	 0.5	-0.139	-0.29
Sequence	KC576297_144	4	5	30	14	0.168	0.073	0.547	0.212	-0.946	-2.08	   0	-0.207	-0.79	0.36	-0.0259	-0.236
Sequence	KC575991_53	9	5	21	6	0.168	0.073	0.547	0.212	0.334	-0.56	1.18	-0.0279	-0.75	 0.7	0.221	-0.462
Sequence	KC576196_92	3	6	27	9	0.168	0.073	0.547	0.212	-0.975	-2.27	0.09	-0.0807	-0.71	0.55	-0.0387	-0.394
Sequence	KC576263_144	8	8	28	11	0.168	0.073	0.547	0.212	-0.306	-1.17	0.46	-0.275	-0.86	 0.3	-0.23	-0.174
Sequence	KC576299_144	7	8	26	12	0.168	0.073	0.547	0.212	-0.482	-1.38	0.31	-0.397	-0.99	0.18	-0.126	-0.0891
Sequence	KC576286_144	7	8	26	11	0.168	0.073	0.547	0.212	-0.432	-1.34	0.37	-0.347	-0.95	0.24	-0.156	-0.122
Sequence	KC576293_144	7	8	26	10	0.168	0.073	0.547	0.212	-0.38	-1.29	0.43	-0.295	-0.9	 0.3	-0.19	-0.165
Sequence	KC576298_144	8	8	22	12	0.168	0.073	0.547	0.212	-0.356	-1.21	 0.4	-0.561	-1.18	0.03	-0.192	-0.0338
Sequence	KC576191_92	6	4	24	12	0.168	0.073	0.547	0.212	-0.41	-1.39	0.45	-0.259	-0.9	0.37	-0.188	-0.207
Sequence	KC576094_92	6	4	24	11	0.168	0.073	0.547	0.212	-0.348	-1.33	0.52	-0.196	-0.84	0.44	-0.231	-0.269
Sequence	KC576220_92	4	4	20	13	0.168	0.073	0.547	0.212	-0.839	-1.98	0.12	-0.496	-1.15	0.14	-0.0467	-0.0645
Sequence	KC576272_144	7	3	22	9	0.168	0.073	0.547	0.212	0.0117	-0.95	0.89	-0.0659	-0.76	0.63	0.482	-0.419
Sequence	KC575848_136	7	2	22	12	0.168	0.073	0.547	0.212	-0.137	-1.07	0.71	-0.215	-0.89	0.45	-0.388	-0.259
Sequence	KC576108_92	5	5	24	12	0.168	0.073	0.547	0.212	-0.637	-1.68	0.26	-0.318	-0.95	 0.3	-0.09	-0.155
Sequence	KC576267_144	9	5	29	19	0.168	0.073	0.547	0.212	-0.423	-1.23	0.29	-0.468	-1.02	0.06	-0.132	-0.0443
Sequence	KC576259_144	5	4	27	18	0.168	0.073	0.547	0.212	-0.886	-1.91	-0.02	-0.453	-1.03	 0.1	-0.0232	-0.0563
Sequence	KC575845_136	6	4	28	19	0.168	0.073	0.547	0.212	-0.762	-1.71	0.05	-0.461	-1.03	0.08	-0.0353	-0.0499
Sequence	KC576268_144	6	4	28	19	0.168	0.073	0.547	0.212	-0.762	-1.71	0.05	-0.461	-1.03	0.08	-0.0353	-0.0499
Sequence	KC575846_136	6	3	27	16	0.169	0.073	0.546	0.212	-0.577	-1.54	0.26	-0.307	-0.9	0.27	-0.0961	-0.15
Sequence	KC576270_144	7	3	30	16	0.168	0.073	0.547	0.212	-0.432	-1.34	0.37	-0.207	-0.79	0.36	-0.156	-0.236
Sequence	KC576262_144	9	3	20	19	0.168	0.073	0.547	0.212	-0.338	-1.15	0.39	-0.747	-1.37	-0.16	-0.192	-0.00733
Sequence	KC576276_144	9	3	21	19	0.168	0.073	0.547	0.212	-0.338	-1.15	0.39	-0.7	-1.31	-0.12	-0.192	-0.0104
Sequence	KC576287_144	10	3	21	18	0.168	0.073	0.547	0.212	-0.192	-0.98	0.52	-0.654	-1.27	-0.06	-0.31	-0.0164
Sequence	KC576277_144	6	6	20	12	0.168	0.073	0.547	0.212	-0.524	-1.49	0.32	-0.551	-1.2	0.07	-0.122	-0.0435
Sequence	KC576300_144	4	4	27	13	0.168	0.073	0.547	0.212	-0.839	-1.98	0.12	-0.202	-0.81	 0.4	-0.0467	-0.252
Sequence	KC576253_92	5	4	22	13	0.168	0.073	0.547	0.212	-0.637	-1.68	0.26	-0.403	-1.04	0.22	-0.09	-0.104
Sequence	KC575852_53	11	3	28	15	0.168	0.073	0.547	0.212	0.0495	-0.72	0.76	-0.222	-0.82	0.36	0.442	-0.227
Sequence	KC575853_140	11	3	28	15	0.168	0.073	0.547	0.212	0.0495	-0.72	0.76	-0.222	-0.82	0.36	0.442	-0.227
Sequence	KC576160_92	5	3	27	14	0.168	0.073	0.547	0.212	-0.637	-1.68	0.26	-0.202	-0.81	 0.4	-0.09	-0.252
Sequence	KC576134_92	6	4	22	14	0.168	0.073	0.547	0.212	-0.524	-1.49	0.32	-0.458	-1.09	0.15	-0.122	-0.0728
Sequence	KC576168_92	6	6	30	10	0.168	0.073	0.547	0.212	-0.41	-1.39	0.45	-0.0397	-0.65	0.56	-0.188	-0.442
Sequence	KC576269_144	9	4	30	16	0.168	0.073	0.547	0.212	-0.245	-1.06	0.49	-0.257	-0.83	 0.3	-0.27	-0.183
Sequence	KC576295_144	6	6	31	15	0.168	0.073	0.547	0.212	-0.673	-1.62	0.15	-0.272	-0.84	0.27	-0.0592	-0.165
Sequence	KC576283_144	6	6	30	15	0.168	0.073	0.547	0.212	-0.673	-1.62	0.15	-0.304	-0.87	0.25	-0.0592	-0.14
Sequence	KC576282_144	6	5	33	17	0.168	0.073	0.547	0.212	-0.719	-1.67	 0.1	-0.256	-0.81	0.28	-0.0459	-0.173
Sequence	KC576294_144	7	3	24	9	0.168	0.073	0.547	0.212	0.0117	-0.95	0.89	0.0191	-0.67	0.71	0.482	0.485
Sequence	KC576290_144	7	5	27	11	0.168	0.073	0.547	0.212	-0.266	-1.19	0.56	-0.143	-0.76	0.47	-0.277	-0.318
Sequence	KC576301_144	7	5	26	10	0.168	0.073	0.547	0.212	-0.203	-1.13	0.63	-0.118	-0.75	0.51	-0.33	-0.351
Sequence	KC576266_144	7	5	26	10	0.168	0.073	0.547	0.212	-0.203	-1.13	0.63	-0.118	-0.75	0.51	-0.33	-0.351
Sequence	KC576288_144	7	5	26	10	0.168	0.073	0.547	0.212	-0.203	-1.13	0.63	-0.118	-0.75	0.51	-0.33	-0.351
Sequence	KC576265_144	8	6	27	7	0.168	0.073	0.547	0.212	0.0609	-0.84	0.89	0.0575	-0.6	0.72	0.438	0.438
Sequence	KC576240_92	9	9	17	16	0.168	0.073	0.547	0.212	-0.463	-1.26	0.24	-1.03	-1.67	-0.44	-0.108	-0.000392
Sequence	KC576280_144	12	3	24	13	0.168	0.073	0.547	0.212	0.247	-0.52	0.97	-0.259	-0.9	0.37	0.252	-0.207
Sequence	KC576264_144	12	3	25	14	0.168	0.073	0.547	0.212	0.189	-0.57	 0.9	-0.278	-0.9	0.33	0.302	-0.184
Sequence	KC576296_144	12	3	30	19	0.168	0.073	0.547	0.212	-0.0626	-0.79	 0.6	-0.35	-0.91	0.19	-0.436	-0.105
Sequence	KC576273_144	12	3	30	18	0.168	0.073	0.547	0.212	-0.0172	-0.75	0.66	-0.304	-0.87	0.25	-0.487	-0.14
Sequence	KC576289_144	6	3	30	18	0.168	0.073	0.547	0.212	-0.673	-1.62	0.15	-0.304	-0.87	0.25	-0.0592	-0.14
Sequence	KC576279_144	6	3	30	18	0.168	0.073	0.547	0.212	-0.673	-1.62	0.15	-0.304	-0.87	0.25	-0.0592	-0.14
Sequence	KC576278_144	8	4	29	19	0.168	0.073	0.547	0.212	-0.493	-1.34	0.25	-0.427	-0.99	0.11	-0.105	-0.0624
Sequence	KC576292_144	8	4	25	14	0.168	0.073	0.547	0.212	-0.254	-1.12	0.52	-0.333	-0.95	0.26	-0.274	-0.138
Sequence	KC576202_92	6	8	23	13	0.168	0.073	0.547	0.212	-0.673	-1.62	0.15	-0.565	-1.17	0.01	-0.0592	-0.0298
Sequence	KC575913_53	12	5	21	12	0.168	0.073	0.547	0.212	0.189	-0.57	 0.9	-0.448	-1.1	0.18	0.302	-0.0826
Sequence	KC575986_53	8	2	20	9	0.168	0.073	0.547	0.212	0.222	-0.71	1.09	-0.0754	-0.8	0.66	0.308	-0.412
Sequence	KC575966_53	7	2	20	5	0.168	0.073	0.547	0.212	0.525	-0.52	1.54	0.353	-0.47	1.22	0.153	0.205
Sequence	KC575871_53	7	2	20	4	0.168	0.073	0.547	0.212	0.671	-0.4	1.73	0.497	-0.36	1.42	0.105	0.131
Sequence	KC575887_53	8	1	17	6	0.168	0.073	0.547	0.212	0.652	-0.35	1.64	0.196	-0.65	1.08	0.0958	0.334
Sequence	KC576074_53	7	1	16	6	0.168	0.073	0.547	0.212	0.525	-0.52	1.54	0.137	-0.72	1.03	0.153	0.386
Sequence	KC575936_53	7	1	18	6	0.168	0.073	0.547	0.212	0.525	-0.52	1.54	0.251	-0.58	1.13	0.153	0.286
Sequence	KC576024_53	5	3	18	3	0.168	0.073	0.547	0.212	0.355	-0.83	1.49	0.395	-0.48	1.33	0.267	0.194
Sequence	KC576001_53	11	5	17	5	0.168	0.073	0.547	0.212	0.617	-0.24	1.45	-0.142	-0.91	0.63	0.0736	-0.352
Sequence	KC576131_92	2	7	22	7	0.168	0.073	0.547	0.212	-1.25	-2.78	-0.05	-0.215	-0.89	0.45	-0.0206	-0.259
Sequence	KC576060_53	7	2	20	9	0.168	0.073	0.547	0.212	0.0952	-0.87	0.99	-0.0754	-0.8	0.66	0.413	-0.412
Sequence	KC575942_53	10	6	21	3	0.168	0.073	0.547	0.212	0.626	-0.27	 1.5	0.164	-0.6	0.95	0.0803	0.344
Sequence	KC576002_53	10	6	19	2	0.168	0.073	0.547	0.212	0.738	-0.18	1.65	0.178	-0.62	1.01	0.0538	0.339
Sequence	KC576285_144	6	6	31	14	0.168	0.073	0.547	0.212	-0.626	-1.58	 0.2	-0.225	-0.79	0.33	-0.0758	-0.213
Sequence	KC576284_144	7	4	31	19	0.168	0.073	0.547	0.212	-0.618	-1.51	0.16	-0.361	-0.91	0.17	-0.0639	-0.0934
Sequence	KC576260_144	7	5	31	17	0.168	0.073	0.547	0.212	-0.575	-1.47	 0.2	-0.318	-0.87	0.22	-0.0808	-0.125
Sequence	KC576258_144	7	4	32	15	0.168	0.073	0.547	0.212	-0.432	-1.34	0.37	-0.143	-0.72	0.42	-0.156	-0.305
Sequence	KC576303_144	7	5	32	15	0.168	0.073	0.547	0.212	-0.482	-1.38	0.31	-0.193	-0.76	0.36	-0.126	-0.244
Sequence	KC576291_144	7	5	31	15	0.168	0.073	0.547	0.212	-0.482	-1.38	0.31	-0.225	-0.79	0.33	-0.126	-0.213
